Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-25 19:41:50,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:41:58,$ Bad Value,$ Bad Value,$ Bad Value
