Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-25 12:58:42,Prepare,220,26
2024-10-25 12:58:50,Laser Fire !,220,30
2024-10-25 12:58:58,Laser Fire !,220,18
2024-10-25 12:59:06,Laser Fire !,220,16
2024-10-25 12:59:14,Laser Fire !,220,26
