Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-05 11:15:35,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:15:43,Laser Fire !,$QSDELAY 220,$LTEMF 25
