Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-05 10:19:48,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 10:19:56,Laser Fire !,$QSDELAY 220,$LTEMF 25
