Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-04 19:19:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:19:42,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:19:50,$ Bad Value,$ Bad Value,$ Bad Value
