Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-05 11:16:44,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:16:52,Laser Fire !,$QSDELAY 220,$LTEMF 16
